Y,DY1,DY2,DY3,DY4,DY5,DY6,DY7,DY8,DY9,DY10
-2.361216243,-4.846977931,-3.083182162,1.810826708,1.121504283,3.416731701,-10.4938222,-4.923118654,-4.922076202,3.296304882,-4.988352859
-2.365785848,-3.967029966,-1.969594691,-2.420311794,2.570647242,3.103020552,-10.62271221,-6.293934041,-1.053826774,2.771035322,-5.775152122
-1.967807522,-6.913273307,-1.359702498,1.012108928,1.919895751,2.54379721,-7.209531642,-5.245921722,-1.660441251,1.746840373,-4.511847065
-1.701413188,-3.44611227,-3.4880317,3.359383913,0.920026269,2.599405509,-6.88564484,-4.414318328,-6.294582282,4.048766322,-3.41302447
-2.336965012,-1.004293512,-3.268968654,4.155314084,-0.489934018,-0.094223335,-7.886462133,-5.009728422,-7.379614552,3.265224547,-5.65696413
-3.157970023,-2.128735309,-2.930986571,-0.0318565,-1.440368522,-2.436081097,-8.873688529,-4.605396949,-8.799958018,3.61214451,-3.944773241
-1.827305779,0.378559886,-4.031532742,2.019448859,0.293245408,-2.270391177,-8.906265376,0.334811335,-6.492147549,4.855371286,-4.454157723
-3.851219921,-2.702429102,-4.2182213,-2.389006057,-2.870651579,-4.277278118,-10.68513934,-1.549566976,-8.202090022,2.977760519,-4.595577233
-4.155156502,-0.430293021,-1.52912516,-2.134611933,-4.25190559,-4.971505633,-11.56193689,-0.204481863,-11.01129532,2.108154349,-7.564563958
-4.967603257,0.727571159,-0.897157988,-5.155379981,-4.262441282,-7.673730025,-9.79460881,-2.891210688,-10.14031093,1.870382094,-11.45914612
-5.459335191,2.761602897,-4.661903011,-5.680918166,-3.627999854,-6.823279152,-9.007423542,-2.280959718,-12.49178202,-3.190895028,-9.589794312
-5.696526573,1.064395185,-2.394301434,-5.444186369,-0.207639516,-7.883541824,-9.764995242,-4.922327895,-14.81663951,-4.762709283,-7.833319838
-4.849628287,-0.219999431,-4.840434388,-3.946067026,0.803709647,-6.093710758,-8.435572119,0.160821028,-11.6619557,-6.590285629,-7.672788492
-5.67418464,1.160296367,-2.734329606,-3.450358572,-5.059277079,-9.878786106,-10.50914342,-1.507281903,-10.48847262,-6.658055309,-7.61643815
-3.372310929,-3.201561166,4.529269411,-0.293409938,-3.782785629,-4.873476536,-6.900558036,-1.251911834,-8.137325087,-5.122056496,-4.689293977
-3.340311991,-1.517716657,3.858040061,-0.480175352,-3.925671401,-2.61934543,-8.005567931,-2.626772654,-7.471700725,-6.410061034,-4.204148792
-3.480109382,-3.835080105,0.726924584,1.406620022,-2.307770219,-2.834666761,-8.002138138,-3.534902635,-3.648606456,-8.160885888,-4.610588228
-3.033111527,-4.406254087,-1.171756162,3.408490152,-4.060420476,-0.705809907,-3.662054938,0.759307755,-5.046447291,-10.67315462,-4.773015698
-4.267661228,-4.608471773,-4.94727329,0.867284773,-5.51571988,-0.97701606,-3.05569135,-2.14572783,-6.241157946,-12.13061696,-3.922221963
-3.504081821,-3.328382492,-3.162379184,2.422628162,-2.564816966,1.982013259,-4.144149643,-3.360003877,-4.438676419,-11.97693377,-6.470117283
-2.86773943,-1.817521468,-3.572629693,-2.096741696,-1.846245441,1.834556752,-3.992562001,-1.427505001,-3.919557699,-6.4801324,-5.359055651
-1.46688444,0.177640292,-0.618463432,0.803617193,-1.597143948,3.447065802,-3.869098826,-3.146904562,-3.952020248,-5.769323908,-0.144212766
-1.651415409,-0.986715967,-0.492532985,0.929540415,-1.170947107,2.265772206,-6.040215426,-2.774987221,-2.007160182,-4.460360239,-1.776547587
-1.76332561,1.72878835,-0.731006132,0.177264776,-4.091031616,1.742116512,-7.021066908,-5.591812511,-1.955845307,-2.411600651,0.520937385
-1.107226153,2.040262893,0.356396706,-2.766317619,-7.004704407,2.877931987,-4.785966402,-1.878889739,-3.374859242,-1.128557355,4.59244165
-0.23630152,4.857509804,-0.038204373,-3.259380014,-5.50389387,3.865584089,-6.620204108,1.294228705,-3.230947822,0.86892078,5.403371611
-0.674288464,3.702130574,-0.632399822,-3.135348573,-4.169881155,2.225344651,-9.551859325,2.230849709,-1.656869531,-2.320618561,6.565767389
1.224514196,3.787055094,2.470194692,-2.365244278,-1.924662637,1.202136837,-4.988608124,5.141998107,-1.213567475,3.402696601,6.733143144
0.282959151,5.551788901,0.239318247,-1.354949018,-0.665081665,-0.229714083,-4.979902509,2.411002822,-0.431603035,1.024915959,1.26381589
0.167540303,5.642189325,0.513064386,-1.445938295,-0.624639132,-1.257937094,-4.125479288,0.824547308,1.378520082,0.061423362,0.709652377
2.511428087,5.440292721,4.183814891,3.902406324,2.51917748,1.268588797,-2.306954462,3.732436799,2.552572749,3.30532047,0.5166251
3.164328941,4.616755504,6.780569403,5.820171686,1.448351793,1.853694382,-1.096577829,5.449579889,-1.603340182,5.909911296,2.464173463
3.777151132,3.0748126,7.961144056,6.7830621,0.050168351,0.766736362,1.021731545,7.345114729,-1.265036186,8.967674839,3.066102919
4.604427407,3.173340453,6.732739254,8.443858557,0.783129352,1.297793469,4.085676644,10.24436161,0.420192038,8.664259271,2.198923425
4.500574731,4.932544682,4.448143994,5.229595792,0.545148236,-0.007660826,4.892257785,11.91869225,0.332044607,10.2955438,2.419436997
3.61139638,7.806901378,4.826659929,4.709522607,-1.37561461,-0.986665528,2.572292145,11.02198339,0.889877644,7.735529653,-1.086522799
3.621686501,10.43301083,3.433995606,3.396392034,-2.849850756,-3.232490665,0.22471873,11.62854628,-0.491606831,9.860643072,3.813506704
2.482415682,8.967259788,-0.607852047,-0.280983281,-2.04849621,1.248266182,0.97312615,6.836899753,1.323971004,7.80945956,0.602505922
3.490288691,12.88535122,2.187307212,0.825377638,-3.696744377,3.697240545,3.142852643,10.63250436,0.508157194,3.170451692,1.550388787
3.147110038,9.795947457,1.796821544,-0.193459887,-3.000452559,2.624636225,4.924631355,8.171064147,4.499984153,2.79514641,0.05678154
1.775842644,8.932124406,3.721211857,-3.673039835,-1.9890404,1.205775702,3.384936504,4.838399429,1.709180503,3.177396893,-3.548518617
0.233873011,8.110665758,4.871596115,-5.051615517,-5.727314694,-1.006312415,3.586232423,3.566443623,-2.802253118,0.972978225,-4.181690294
2.048028199,9.109680969,8.451617837,-2.515772292,-2.221348546,0.187177785,5.029680053,5.800806401,-5.434762049,1.427405828,0.645796
2.067662312,9.974413298,10.55883626,-4.341577389,-2.117694841,3.268313087,-0.26700999,2.616132219,-6.977509971,4.864921027,3.097799414
2.331581919,7.258811267,10.25482013,-2.394805233,-1.172508595,1.001727886,-0.380718798,1.163288771,-1.24249532,3.519961274,5.30773781
2.141097246,4.761451626,9.267082023,-3.10420668,-1.161270891,2.145496905,0.100387783,1.524508338,-2.58393849,3.68156534,6.779896511
2.349917449,7.265929844,10.16259253,-1.817181821,-2.020699302,2.543342663,0.182429735,-0.028310664,-1.94776732,3.545564122,5.613274702
1.545307489,2.948706033,9.4573984,-1.291688958,-1.604666769,0.598094987,-0.162992602,-0.51582562,-2.427051385,5.295580029,3.155520773
2.086355288,3.970208452,9.926434764,0.209679968,-2.115403586,3.735958898,1.810017388,-1.022480633,-4.584749336,5.61350027,3.32038669
3.083642573,4.284265187,7.367561713,3.21665962,1.634594052,1.333062434,-1.207657768,1.413524574,-3.708579598,8.01249493,8.490500584
5.493641975,7.351125533,9.959587899,6.001333754,3.654616183,4.274393545,1.639119274,7.517192204,-2.439354949,7.022424622,9.955981688
4.591084953,8.033115481,8.188315929,6.141374716,6.528422324,2.667680007,0.286595474,5.98428764,-4.117815242,5.100351711,7.098521484
3.767788518,6.076054628,10.54090227,7.375589488,3.874303821,1.46462297,-1.803879994,6.121427709,-5.357005269,3.760516595,5.625352963
3.083632231,5.001468076,9.441404404,5.455339667,3.887681729,0.453910137,-1.873951923,3.733539523,-3.06623631,3.271841942,4.531325066
2.230550666,0.857753914,7.197439529,3.271906244,4.19521694,0.685277819,-1.160861915,2.655383023,-1.24528688,3.936366207,1.912311782
1.728539264,4.406903551,7.943833209,2.664747722,6.686777938,-2.378316717,-0.20109553,1.858848709,-4.141748107,4.509686927,-4.064245064
2.441962555,5.306652078,8.399924517,2.672737038,8.141745866,-1.169905275,-2.061903155,2.075522579,-0.585683896,4.355061847,-2.714526051
3.175738663,4.832852587,8.342735313,2.579769647,5.805294331,1.950852964,0.255135764,3.881229183,1.040979667,3.758600092,-0.690062917
2.338195551,5.447033424,6.527714786,0.966520091,1.391681503,0.251169374,0.730365532,2.784812055,0.237659512,5.507246715,-0.462247483
1.979637661,5.372800424,5.591442267,-0.583576144,-3.060532767,1.071361111,-0.711097175,2.432064533,1.482687352,5.119783768,3.08144324
1.919537036,5.372122105,2.209307277,3.483085275,-0.671351226,-0.593477929,-1.414586051,2.700365736,-1.817383455,6.469998776,3.457289857
0.933432078,5.750277486,3.6374096,2.374947625,-1.40256491,-2.892613861,-3.58400083,3.82436233,-5.889312258,5.350991356,2.164824241
1.04838965,8.464069575,5.370464516,2.486739782,-4.741464712,-3.100971511,-2.034125478,3.968770532,-7.344246277,5.730182123,1.684477953
3.405130172,10.61041101,8.321628112,3.225965911,-3.624291246,0.81103711,2.477119899,5.892400844,-3.532474147,6.246297082,3.623207139
7.190856238,14.95916953,12.84040946,7.597535091,1.832241257,2.773976829,6.698461816,10.8423735,-3.058742239,12.18960807,5.23352906
5.881181853,10.3301028,11.23688589,5.91614343,3.123430214,2.940134656,6.179979484,8.247279418,-0.425000779,8.923223435,2.339639982
6.295850871,12.33437856,6.839299841,6.771452905,8.324751981,3.394144061,4.894613282,6.063877179,1.502202111,10.81379092,2.01999787
4.589533562,9.667201671,6.48265798,6.026252353,5.587856349,-1.630758178,4.161745548,5.62038273,0.785211781,7.668162222,1.52662316
5.853165674,9.458446461,8.030698172,6.943417882,6.874313694,2.36177801,6.161496653,5.215734075,3.504993099,9.204780288,0.775998408
3.899880143,5.160024852,7.776517031,7.086131347,3.686814477,0.290620902,6.573592271,2.742959592,-0.566533544,4.776035634,1.472638869
2.513407637,4.605603263,8.533265748,4.703440629,3.493858485,-4.509778114,2.542158063,3.425357453,-1.566062857,4.02054112,-0.114307421
2.204417573,5.64829437,8.54571402,4.475378626,-0.020714356,-3.515731391,1.805755231,4.771891892,-2.141911312,3.500302833,-1.024804181
1.265827601,8.19347116,8.282119316,0.324035737,-0.592694048,-7.274024198,-1.278419817,3.885247126,-1.362164922,3.432334313,-0.951628659
1.346178242,9.232334053,9.86437777,-1.607045448,1.139399398,-7.910384897,-2.647767972,5.045090033,-0.64851145,3.507100159,-2.512809223
0.220790934,9.862475109,8.223986327,-3.130509538,-2.775989044,-6.939383664,-0.49927325,2.108679976,-1.377408149,1.896314092,-5.160982517
-0.246439297,8.412587786,11.21742038,-5.167651416,-3.347109184,-7.98923664,-1.2980802,2.751540031,-0.611605991,-0.909904071,-5.522353662
0.474169968,13.8745844,14.8293893,-7.063599616,-5.438492998,-9.509469591,1.613780861,3.603359661,-2.597271841,-2.939488705,-1.631091797
0.511222112,12.30297986,10.15777287,-7.06453636,-4.807495715,-8.68377245,4.715670768,1.80989241,-4.489396683,0.368645691,0.802460738
0.113905439,10.903809,8.264318864,-6.303864882,-5.942849274,-9.577159841,8.112432235,-0.382660362,-3.620634388,0.642215223,-0.95655218
1.217676414,13.36816189,9.570870643,-3.741347259,-3.863213795,-9.100777527,7.222400293,-0.414121182,0.568162313,-1.580795231,0.147423997
1.15676421,10.68820799,10.54843803,-3.065175546,-1.114194241,-8.578754761,7.97661814,-1.86619104,-0.222382815,-4.489705374,1.690781721
2.578998235,8.450442896,10.27804091,-1.083694047,1.764706127,-7.841159347,8.271071765,0.166832303,2.926096091,0.536914143,2.320731508
3.139437947,10.40554997,6.667038974,2.437260024,2.430585459,-6.271941599,8.303942115,-0.645613344,1.374806551,3.937339639,2.755411683
3.851371259,11.43298516,7.707915152,1.846035743,3.906084602,-2.453325643,4.680708458,1.518724632,2.191041611,4.241052331,3.442490548
3.425440835,8.91821861,7.741965772,1.957671853,4.602666341,-0.349509851,4.072084985,-0.850769181,1.400527704,1.307738361,5.453813758
1.699726734,6.404900105,5.871425988,1.887960109,2.704346839,-0.891047288,1.233636777,-3.301327682,-0.344117469,-0.239274572,3.670764529
1.431674626,7.386656238,4.25031346,3.01649525,5.38459358,0.839328376,-1.633098613,-4.226523331,-2.319167303,-2.069788859,3.687937458
1.498208592,6.618587032,5.291378968,1.219493453,5.832762434,-1.375578916,1.784080062,-4.516239227,-3.494614736,-2.466750055,6.088966907
2.049087541,2.429330197,5.22324227,5.106795157,4.027950403,-2.535474431,0.920962267,-1.35271475,-1.718568524,0.067707117,8.321645704
1.281930376,-0.139716513,5.874856433,3.670360854,3.796940859,-1.622360421,-2.286237517,-0.146760768,-3.539285145,-1.019547791,8.231053774
-1.688197952,-3.035248987,5.18840559,-1.653476203,2.539467837,-1.985785362,-5.635190183,-2.817418206,-8.445388783,-6.259920441,5.222575215
-1.261923906,-0.665964909,1.525392785,-0.814525672,2.420252928,-3.610087625,-3.929390275,-0.544765366,-9.568643151,-1.609340854,4.177833084
-1.618677429,-1.283060085,1.458620044,-3.164733324,-0.027407333,-6.447751062,-3.665226709,-0.20460125,-6.231369306,-3.672672728,7.051427469
-1.251342241,-0.015604482,5.643829751,-3.333689906,-1.799339987,-6.497347116,-4.649631881,2.681196706,-3.671738153,-6.096649837,5.225552492
0.167724568,-0.768598426,5.251171235,-2.875834543,1.236262113,-2.302327999,-0.372136986,3.801078912,-4.357664896,-7.036782319,9.102078585
-0.719813041,-1.502101153,2.118726128,-3.270459805,-0.625284579,-1.878504695,-1.142566639,3.167632717,-5.307634303,-9.04172043,10.28378235
0.791482057,1.625628724,1.256019957,2.461197882,-1.697874227,-3.167045069,2.24664044,4.99059217,-4.043423478,-6.090409433,10.3334936
-0.525554128,-0.885378622,-2.864510563,3.002039927,-4.289626111,-1.718515933,0.247100501,3.545003052,-4.978107126,-4.062754538,6.74920813
-0.837956584,-0.294828313,-3.032763133,2.170486031,-8.774159921,-1.026331399,0.036553251,2.982474591,-3.514067354,-3.965863815,7.038934223
-1.134142012,-3.700490829,-2.036062324,7.129930555,-6.571498855,-3.924952066,-0.626429302,0.832909273,-1.150129645,-4.152153002,2.857456078
0.965632317,-3.877635373,-0.759768414,10.55260912,-2.198866849,-2.310758798,3.487211751,5.918199119,-1.276183586,-4.454076222,4.575592428
0.709143096,-1.89738423,-1.72596473,10.76162884,-2.909950054,-2.333447914,2.222947514,3.962210071,-1.550744158,-6.569642838,7.131778461
1.319555202,-4.464883192,0.171715171,10.69840837,-2.950253294,-0.106757421,1.782762096,4.825057721,2.31306488,-4.895660317,5.822097999
4.273872226,-1.622015309,2.13290652,9.669556983,1.722117694,1.596122556,7.306316898,6.963338311,5.155890973,1.008808934,8.805678698
3.790907005,-0.126243437,6.203572029,6.714690468,0.193334255,0.775520253,9.041837722,6.291392754,1.068860638,0.515263666,7.230841698
3.472651345,0.222433672,4.960877146,6.592544763,0.725727405,0.420635536,6.962915152,6.652006867,4.017137698,-2.414275349,6.586510557
2.555979898,0.823283516,4.303397723,4.662466834,2.338023127,0.312697366,5.981721886,2.389689033,3.184904329,-1.014326027,2.577941191
0.84341873,-1.065475906,4.313178628,2.805668184,2.224373881,-4.146557485,0.396738,3.863128633,4.753419175,-7.109757206,2.3994714
1.373606564,0.579704255,2.976899998,4.572266131,-0.651473115,-3.208211254,1.505924462,3.827310714,6.669517794,-7.590399052,5.054525707
2.205679636,2.880638375,5.330478506,3.258670921,1.024717738,-1.614210954,1.029887052,7.958293079,6.818319913,-7.698679063,3.068680793
0.74995878,2.090196637,3.179395972,0.995151083,-1.472561004,-3.621509441,2.157461146,2.324693583,6.7836865,-7.289593963,2.352667281
2.538184468,3.565141724,5.064555625,1.698818406,1.067814844,-0.419814206,0.309624617,4.72613361,6.476830077,-3.471090495,6.363830481
-1.819169315,-1.524696667,-0.098273545,0.010605439,-1.662135804,-6.056878623,-3.470504611,-4.00925766,1.448693952,-4.986722666,2.15747704
-3.05096329,-4.906947227,-3.27027046,-1.183983697,-1.665047022,-4.024241476,-5.28654308,-4.973706569,-1.279895213,-5.085025891,1.166027734
-1.73774318,-2.405361979,-0.431949702,-0.648271656,3.107525794,-3.116144761,-5.663420979,-3.607756033,-2.509302557,-4.421504679,2.318754748
-3.014543967,-4.379573917,-3.348572159,-0.985340919,1.697359343,-3.757642761,-5.71580382,-5.211847828,-0.755071263,-7.871090775,0.182144428
-3.413182064,-6.59754492,-3.259799862,-3.081373055,1.534471203,-3.390926989,-4.120655057,-4.034870538,-2.753387336,-7.665815473,-0.761918617
-3.199588293,-9.255702924,-4.296263058,-3.798663495,1.978090685,-1.724773475,-2.628283826,-7.208047689,1.015428916,-5.118833558,-0.958834507
-3.629213872,-10.37717229,-4.867123748,-4.462567679,4.381251043,-2.123455815,-3.795633688,-6.054315808,-0.055740628,-4.949966514,-3.987413592
-5.838887414,-10.5801907,-5.042490122,-6.237747906,-0.334822177,-5.066348776,-5.068990441,-7.9009566,-4.671004402,-3.896745761,-9.58957725
-6.094969174,-7.15359137,-7.738862606,-10.88552727,-1.608943189,-7.846903408,-3.626084374,-5.729329328,-3.653492043,-5.838326942,-6.868631202
-4.910984292,-5.202051767,-7.88275259,-11.44343266,-3.313770642,-4.549944899,1.307413833,-4.742272209,-3.282049765,-5.910340013,-4.090642213
-3.481809949,-2.06294157,-5.494723512,-10.77413371,-4.878095009,-4.058778302,3.026967089,-6.518438204,-0.588631103,-3.549496332,0.080171166
-2.50409614,-0.441505329,-6.043072489,-9.980077552,-6.005667919,-3.916087801,6.047335379,-4.559456203,1.788349924,-1.826825792,-0.103953615
-3.019111739,-1.460514279,-5.977751219,-8.738044021,-5.24462045,-2.49539326,4.031063149,-5.994959926,-3.327864585,-4.618024931,3.634992131
-2.414227054,0.433449217,-5.623868993,-4.971053514,-5.748758603,-6.247504075,1.911057749,-2.512286522,-1.476489497,-3.468437783,3.561621484
-1.574126394,0.316237038,-1.539187029,-1.309189245,-8.23666748,-4.368992524,1.575210282,-0.878549997,-2.227050446,-2.904586947,3.831512406
-2.018183816,-2.908503761,-0.921910624,1.336165577,-5.229442632,-6.379323096,3.263902184,1.455715368,-4.608767557,-6.173766866,-0.015906753
-1.289904709,-1.150551633,-2.45143055,3.738052258,-5.471375896,-6.70069634,5.797905336,-1.344143406,-3.911091341,-2.108054386,0.702338864
-1.304110896,1.839062383,-3.439078575,3.415222213,-6.187386946,-9.360993828,5.958302594,-2.68060506,-1.934755256,-1.234168301,0.583291822
1.192702458,4.660220043,-1.321664195,5.650550076,-2.655455711,-4.972184236,7.774900939,-3.099000406,1.1487917,0.602257247,4.138609121
2.481867076,3.471149485,-3.705352224,7.089185578,-2.377828758,-0.146096925,6.909626529,0.552653453,3.111277506,1.872260904,8.041795211
2.947307108,0.134025553,-2.851849669,3.727325324,-0.67472117,3.564746828,8.141770671,3.916468514,2.804319047,5.130211168,5.580774811
0.580016589,-0.916272788,-3.541724742,-1.317145631,-4.272423503,1.284963471,7.009054234,0.533134815,0.685145374,1.412938998,4.922495659
0.772694788,0.6112087,-3.465479997,-0.868206882,-5.502906558,3.454001209,4.810688676,-0.289712087,2.375209248,2.043195411,4.558950161
0.658023303,0.8826541,-2.780191169,-2.602467094,-5.414758238,4.276312579,2.581219583,0.979105014,4.110087051,2.245415714,2.302855487
-0.089715618,-0.107204394,-1.129799864,-2.152696411,-4.751307916,4.66854297,2.487289954,-2.709276301,0.291407245,2.64029472,-0.134406177
-0.604932101,-1.941777366,-2.563014171,-1.866394049,-4.664043673,6.881730322,3.068736388,-2.96065836,-1.790257995,3.093497039,-3.307139144
0.046521828,-3.652036798,-1.637269327,-0.906410701,-1.538214358,8.56836577,2.156713279,-0.479904115,-1.271405453,1.043082193,-1.817702206
-1.315410892,-5.852393583,-2.975204898,-0.793794457,-2.614765393,7.274240692,-1.776350286,-1.767352693,0.261379475,-2.429702313,-2.480165465
-1.021404355,-6.924834141,-2.037686587,1.657864526,-4.833317987,8.256885227,-1.307872858,-0.283456033,-1.469251967,-2.487159908,-0.785213825
-0.854933451,-3.355475421,-2.585003452,1.225437473,-6.648122984,7.890943799,-3.925861509,-0.795031642,-1.047360669,0.00665333,0.684486567
-1.202074014,-2.893766504,-2.353152809,-0.958961971,-5.194169688,8.677669463,-2.258119839,-5.105947509,-4.206744186,0.128199773,2.144253129
-0.087485678,-3.738864808,-0.841487341,-1.831670569,-4.416692475,8.191921148,0.132027964,-1.901253243,-1.064941508,-1.257511906,5.853615953
-1.031775111,-3.187128735,0.460087116,-1.916513501,-4.108081851,4.346345758,-1.147166927,-2.754732148,-2.063118177,-1.456492384,1.509049734
1.038311758,0.969628678,5.911657158,-1.143370992,-1.192351357,2.19024193,0.703417307,-1.555698408,-1.240081536,1.036562429,4.703112374
1.171322,2.395392601,7.287024379,0.210174843,-1.492079429,4.638275019,-4.347207842,-0.665119668,-0.636349795,-1.895794189,6.218904085
0.320425839,3.506765117,4.813551727,0.580348168,-4.345524652,4.02033222,-5.568555505,-0.497567282,-1.883089451,-2.351784818,4.929782862
0.027747093,2.548071273,2.215433893,-0.354502397,-2.544524313,6.927107581,-4.67567951,-1.541886731,-4.633814684,-2.580245368,4.917511186
0.551292131,1.016596309,2.133270225,2.737414578,-2.103483345,7.477132599,-5.142799009,0.93580688,-2.313528308,-4.896009514,5.668520896
2.314232036,2.339900861,3.664064826,3.734890958,2.116474178,3.603853381,-2.768157082,3.723692439,1.572585726,-0.738143861,5.893158932
2.58632708,1.074991305,3.845061102,3.281220331,1.54161929,5.61144496,-1.51283166,3.630318551,1.7172568,1.262306027,5.411884097
